Name,Account_Number__c,Usage_Date__c,Active_Users__c,Api_Calls__c,Failed_Api_Calls__c,Key_Feature_Events__c
RR-0027-2026-08-13,RR-0027,2026-08-13,64,2240,0,192
RR-0027-2026-08-14,RR-0027,2026-08-14,234,8892,20,2106
RR-0027-2026-08-15,RR-0027,2026-08-15,212,7208,2,636
RR-0027-2026-08-16,RR-0027,2026-08-16,248,18104,14,2232
RR-0027-2026-08-17,RR-0027,2026-08-17,61,2440,2,610
RR-0027-2026-08-18,RR-0027,2026-08-18,232,10440,23,696
RR-0027-2026-08-19,RR-0027,2026-08-19,208,13104,26,1456
RR-0027-2026-08-20,RR-0027,2026-08-20,203,15225,4,812
RR-0027-2026-08-21,RR-0027,2026-08-21,53,3127,0,530
RR-0027-2026-08-22,RR-0027,2026-08-22,84,3696,9,252
RR-0027-2026-08-23,RR-0027,2026-08-23,214,8988,26,1712
RR-0027-2026-08-24,RR-0027,2026-08-24,60,3900,1,420
RR-0027-2026-08-25,RR-0027,2026-08-25,125,4750,8,625
RR-0027-2026-08-26,RR-0027,2026-08-26,253,17963,31,1265
RR-0027-2026-08-27,RR-0027,2026-08-27,172,4472,17,1032
RR-0027-2026-08-28,RR-0027,2026-08-28,255,10200,29,2295
RR-0027-2026-08-29,RR-0027,2026-08-29,241,10845,21,1928
RR-0027-2026-08-30,RR-0027,2026-08-30,105,7560,11,630
RR-0027-2026-08-31,RR-0027,2026-08-31,168,5208,18,1008
RR-0027-2026-09-01,RR-0027,2026-09-01,250,8500,18,750
RR-0027-2026-09-02,RR-0027,2026-09-02,228,5700,18,1140
RR-0027-2026-09-03,RR-0027,2026-09-03,86,3870,5,774
RR-0028-2026-08-05,RR-0028,2026-08-05,79,4503,0,474
RR-0028-2026-08-06,RR-0028,2026-08-06,54,1350,1,486
RR-0028-2026-08-07,RR-0028,2026-08-07,142,3550,3,568
RR-0028-2026-08-08,RR-0028,2026-08-08,59,4543,4,118
RR-0028-2026-08-09,RR-0028,2026-08-09,115,7130,16,1150
RR-0028-2026-08-10,RR-0028,2026-08-10,168,10080,15,1344
RR-0028-2026-08-11,RR-0028,2026-08-11,156,6708,18,936
RR-0028-2026-08-12,RR-0028,2026-08-12,102,4182,8,918
RR-0028-2026-08-13,RR-0028,2026-08-13,178,12994,5,1068
RR-0028-2026-08-14,RR-0028,2026-08-14,216,16848,18,2160
RR-0028-2026-08-15,RR-0028,2026-08-15,55,2035,7,220
RR-0028-2026-08-16,RR-0028,2026-08-16,43,3010,3,301
RR-0028-2026-08-17,RR-0028,2026-08-17,96,3648,4,960
RR-0028-2026-08-18,RR-0028,2026-08-18,111,8880,8,888
RR-0028-2026-08-19,RR-0028,2026-08-19,5,360,3,20
RR-0028-2026-08-20,RR-0028,2026-08-20,196,6860,10,1372
RR-0028-2026-08-21,RR-0028,2026-08-21,39,2496,3,195
RR-0028-2026-08-22,RR-0028,2026-08-22,205,5330,29,1025
RR-0028-2026-08-23,RR-0028,2026-08-23,63,1764,5,378
RR-0028-2026-08-24,RR-0028,2026-08-24,85,4080,2,510
RR-0028-2026-08-25,RR-0028,2026-08-25,160,9280,22,1440
RR-0028-2026-08-26,RR-0028,2026-08-26,131,6026,3,786
RR-0028-2026-08-27,RR-0028,2026-08-27,128,9984,12,1280
RR-0028-2026-08-28,RR-0028,2026-08-28,108,3240,15,1080
RR-0028-2026-08-29,RR-0028,2026-08-29,5,385,0,15
RR-0028-2026-08-30,RR-0028,2026-08-30,55,1595,2,550
RR-0028-2026-08-31,RR-0028,2026-08-31,109,3052,0,763
RR-0028-2026-09-01,RR-0028,2026-09-01,127,3429,2,1143
RR-0028-2026-09-02,RR-0028,2026-09-02,133,9177,5,665
RR-0028-2026-09-03,RR-0028,2026-09-03,84,2268,9,252
RR-0029-2026-08-05,RR-0029,2026-08-05,159,6042,5,318
RR-0029-2026-08-06,RR-0029,2026-08-06,195,5460,27,975
RR-0029-2026-08-07,RR-0029,2026-08-07,126,4536,14,504
RR-0029-2026-08-08,RR-0029,2026-08-08,196,13132,2,1176
RR-0029-2026-08-09,RR-0029,2026-08-09,121,8107,13,363
RR-0029-2026-08-10,RR-0029,2026-08-10,189,13041,5,756
RR-0029-2026-08-11,RR-0029,2026-08-11,180,10980,21,1440
RR-0029-2026-08-12,RR-0029,2026-08-12,94,2726,11,658
RR-0029-2026-08-13,RR-0029,2026-08-13,202,8080,8,808
RR-0029-2026-08-14,RR-0029,2026-08-14,181,12308,25,1810
RR-0029-2026-08-15,RR-0029,2026-08-15,72,2160,1,288
RR-0029-2026-08-16,RR-0029,2026-08-16,129,4128,3,387
RR-0029-2026-08-17,RR-0029,2026-08-17,184,5152,15,368
RR-0029-2026-08-18,RR-0029,2026-08-18,201,12261,13,2010
RR-0029-2026-08-19,RR-0029,2026-08-19,234,12402,12,936
RR-0029-2026-08-20,RR-0029,2026-08-20,63,3717,5,189
RR-0029-2026-08-21,RR-0029,2026-08-21,104,7176,3,312
RR-0029-2026-08-22,RR-0029,2026-08-22,255,15555,4,2040
RR-0029-2026-08-23,RR-0029,2026-08-23,111,7215,12,999
RR-0029-2026-08-24,RR-0029,2026-08-24,110,3850,1,440
RR-0029-2026-08-25,RR-0029,2026-08-25,245,18130,16,735
RR-0029-2026-08-26,RR-0029,2026-08-26,164,10004,3,1476
RR-0029-2026-08-27,RR-0029,2026-08-27,182,8190,11,728
RR-0029-2026-08-28,RR-0029,2026-08-28,187,7106,18,374
RR-0029-2026-08-29,RR-0029,2026-08-29,204,15708,21,1632
RR-0029-2026-08-30,RR-0029,2026-08-30,174,10440,5,1044
RR-0029-2026-08-31,RR-0029,2026-08-31,227,18160,5,1589
RR-0029-2026-09-01,RR-0029,2026-09-01,207,11178,19,1863
RR-0029-2026-09-02,RR-0029,2026-09-02,162,5670,2,648
RR-0029-2026-09-03,RR-0029,2026-09-03,169,13013,13,1352
RR-0030-2026-08-05,RR-0030,2026-08-05,233,9553,0,1165
RR-0030-2026-08-06,RR-0030,2026-08-06,146,8906,17,292
RR-0030-2026-08-07,RR-0030,2026-08-07,250,18500,5,500
RR-0030-2026-08-08,RR-0030,2026-08-08,79,2212,5,316
RR-0030-2026-08-09,RR-0030,2026-08-09,88,4312,10,616
RR-0030-2026-08-10,RR-0030,2026-08-10,214,5992,10,856
RR-0030-2026-08-11,RR-0030,2026-08-11,152,5472,2,304
RR-0030-2026-08-12,RR-0030,2026-08-12,241,9399,27,1928
RR-0030-2026-08-13,RR-0030,2026-08-13,118,7552,13,708
RR-0030-2026-08-14,RR-0030,2026-08-14,249,8217,18,2241
RR-0030-2026-08-15,RR-0030,2026-08-15,168,7056,2,1512
RR-0030-2026-08-16,RR-0030,2026-08-16,192,6912,5,1152
RR-0030-2026-08-17,RR-0030,2026-08-17,110,4730,8,880
RR-0030-2026-08-18,RR-0030,2026-08-18,88,6600,4,176
RR-0030-2026-08-19,RR-0030,2026-08-19,252,15624,21,1008
RR-0030-2026-08-20,RR-0030,2026-08-20,158,4740,19,632
RR-0030-2026-08-21,RR-0030,2026-08-21,115,8165,9,920
RR-0030-2026-08-22,RR-0030,2026-08-22,69,2208,6,414
RR-0030-2026-08-23,RR-0030,2026-08-23,73,4599,2,219
RR-0030-2026-08-24,RR-0030,2026-08-24,69,4278,9,621
RR-0030-2026-08-25,RR-0030,2026-08-25,138,9108,0,966
RR-0030-2026-08-26,RR-0030,2026-08-26,140,6300,9,700
RR-0030-2026-08-27,RR-0030,2026-08-27,141,7473,3,1410
RR-0030-2026-08-28,RR-0030,2026-08-28,132,9372,8,660
RR-0030-2026-08-29,RR-0030,2026-08-29,132,9240,17,528
RR-0030-2026-08-30,RR-0030,2026-08-30,54,4050,5,162
RR-0030-2026-08-31,RR-0030,2026-08-31,111,6771,6,333
RR-0030-2026-09-01,RR-0030,2026-09-01,174,10788,10,1218
RR-0030-2026-09-02,RR-0030,2026-09-02,110,5500,13,220
RR-0030-2026-09-03,RR-0030,2026-09-03,136,9112,18,408
RR-0031-2026-08-05,RR-0031,2026-08-05,214,8132,4,856
RR-0031-2026-08-06,RR-0031,2026-08-06,133,4123,12,665
RR-0031-2026-08-07,RR-0031,2026-08-07,197,15366,9,1773
RR-0031-2026-08-08,RR-0031,2026-08-08,140,7700,12,420
RR-0031-2026-08-09,RR-0031,2026-08-09,155,9300,21,465
RR-0031-2026-08-10,RR-0031,2026-08-10,163,9617,3,1630
RR-0031-2026-08-11,RR-0031,2026-08-11,147,10143,12,441
RR-0031-2026-08-12,RR-0031,2026-08-12,201,12261,24,1206
RR-0031-2026-08-13,RR-0031,2026-08-13,255,18870,3,2550
RR-0031-2026-08-14,RR-0031,2026-08-14,165,7095,16,1320
RR-0031-2026-08-15,RR-0031,2026-08-15,204,12240,9,1836
RR-0031-2026-08-16,RR-0031,2026-08-16,74,3922,3,222
RR-0031-2026-08-17,RR-0031,2026-08-17,67,1675,1,536
RR-0031-2026-08-18,RR-0031,2026-08-18,168,12264,1,1008
RR-0031-2026-08-19,RR-0031,2026-08-19,49,2205,0,294
RR-0031-2026-08-20,RR-0031,2026-08-20,204,16320,18,1836
RR-0031-2026-08-21,RR-0031,2026-08-21,107,6741,15,749
RR-0031-2026-08-22,RR-0031,2026-08-22,195,8385,4,1755
RR-0031-2026-08-23,RR-0031,2026-08-23,78,1950,7,156
RR-0031-2026-08-24,RR-0031,2026-08-24,110,5610,7,550
RR-0031-2026-08-25,RR-0031,2026-08-25,210,15960,11,1680
RR-0031-2026-08-26,RR-0031,2026-08-26,106,4028,7,212
RR-0031-2026-08-27,RR-0031,2026-08-27,67,3082,2,201
RR-0031-2026-08-28,RR-0031,2026-08-28,125,5875,2,1250
RR-0031-2026-08-29,RR-0031,2026-08-29,99,7128,3,495
RR-0031-2026-08-30,RR-0031,2026-08-30,177,6195,22,885
RR-0031-2026-08-31,RR-0031,2026-08-31,225,17100,28,1350
RR-0031-2026-09-01,RR-0031,2026-09-01,140,10220,18,560
RR-0031-2026-09-02,RR-0031,2026-09-02,80,2000,4,320
RR-0031-2026-09-03,RR-0031,2026-09-03,158,12324,22,474
RR-0032-2026-08-05,RR-0032,2026-08-05,240,15840,4,1440
RR-0032-2026-08-06,RR-0032,2026-08-06,85,4080,3,425
RR-0032-2026-08-07,RR-0032,2026-08-07,206,8858,21,2060
RR-0032-2026-08-08,RR-0032,2026-08-08,101,5252,3,303
RR-0032-2026-08-09,RR-0032,2026-08-09,54,3942,3,486
RR-0032-2026-08-10,RR-0032,2026-08-10,56,2352,6,336
RR-0032-2026-08-11,RR-0032,2026-08-11,50,3250,3,350
RR-0032-2026-08-12,RR-0032,2026-08-12,197,10638,22,1182
RR-0032-2026-08-13,RR-0032,2026-08-13,212,12508,21,1696
RR-0032-2026-08-14,RR-0032,2026-08-14,143,8437,0,572
RR-0032-2026-08-15,RR-0032,2026-08-15,206,9682,9,412
RR-0032-2026-08-16,RR-0032,2026-08-16,184,5152,20,1472
RR-0032-2026-08-17,RR-0032,2026-08-17,23,897,2,207
RR-0032-2026-08-18,RR-0032,2026-08-18,143,8294,17,572
RR-0032-2026-08-19,RR-0032,2026-08-19,181,5611,12,1267
RR-0032-2026-08-20,RR-0032,2026-08-20,43,1204,4,86
RR-0032-2026-08-21,RR-0032,2026-08-21,5,165,2,35
RR-0032-2026-08-22,RR-0032,2026-08-22,76,3876,1,532
RR-0032-2026-08-23,RR-0032,2026-08-23,147,11319,11,441
RR-0032-2026-08-24,RR-0032,2026-08-24,86,3870,11,688
RR-0032-2026-08-25,RR-0032,2026-08-25,120,5160,8,840
RR-0032-2026-08-26,RR-0032,2026-08-26,119,4165,4,238
RR-0032-2026-08-27,RR-0032,2026-08-27,202,8080,23,1616
RR-0032-2026-08-28,RR-0032,2026-08-28,173,8304,11,346
RR-0032-2026-08-29,RR-0032,2026-08-29,96,2688,2,192
RR-0032-2026-08-30,RR-0032,2026-08-30,129,9804,18,645
RR-0032-2026-08-31,RR-0032,2026-08-31,101,6363,4,303
RR-0032-2026-09-01,RR-0032,2026-09-01,199,6567,17,1791
RR-0032-2026-09-02,RR-0032,2026-09-02,206,10918,27,412
RR-0032-2026-09-03,RR-0032,2026-09-03,163,8476,0,1141
RR-0033-2026-08-05,RR-0033,2026-08-05,204,8772,13,1632
RR-0033-2026-08-06,RR-0033,2026-08-06,98,6762,14,882
RR-0033-2026-08-07,RR-0033,2026-08-07,56,2520,3,448
RR-0033-2026-08-08,RR-0033,2026-08-08,75,5850,1,225
RR-0033-2026-08-09,RR-0033,2026-08-09,178,8722,9,356
RR-0033-2026-08-10,RR-0033,2026-08-10,188,13348,4,1504
RR-0033-2026-08-11,RR-0033,2026-08-11,178,12816,2,1246
RR-0033-2026-08-12,RR-0033,2026-08-12,152,10640,15,1064
RR-0033-2026-08-13,RR-0033,2026-08-13,117,3978,9,468
RR-0033-2026-08-14,RR-0033,2026-08-14,128,5248,14,768
RR-0033-2026-08-15,RR-0033,2026-08-15,105,3885,11,420
RR-0033-2026-08-16,RR-0033,2026-08-16,251,18574,24,2510
RR-0033-2026-08-17,RR-0033,2026-08-17,195,8580,5,585
RR-0033-2026-08-18,RR-0033,2026-08-18,58,1740,7,464
RR-0033-2026-08-19,RR-0033,2026-08-19,231,14091,13,1848
RR-0033-2026-08-20,RR-0033,2026-08-20,182,13286,18,1638
RR-0033-2026-08-21,RR-0033,2026-08-21,193,5211,26,1158
RR-0033-2026-08-22,RR-0033,2026-08-22,160,4800,22,800
RR-0033-2026-08-23,RR-0033,2026-08-23,238,13090,21,1190
RR-0033-2026-08-24,RR-0033,2026-08-24,175,6475,2,875
RR-0033-2026-08-25,RR-0033,2026-08-25,84,4872,3,252
RR-0033-2026-08-26,RR-0033,2026-08-26,171,8208,18,1710
RR-0033-2026-08-27,RR-0033,2026-08-27,129,4902,14,1290
RR-0033-2026-08-28,RR-0033,2026-08-28,213,10863,16,852
RR-0033-2026-08-29,RR-0033,2026-08-29,234,18720,10,702
RR-0033-2026-08-30,RR-0033,2026-08-30,73,1825,3,657
RR-0033-2026-08-31,RR-0033,2026-08-31,84,4284,11,252
RR-0033-2026-09-01,RR-0033,2026-09-01,220,8800,20,1100
RR-0033-2026-09-02,RR-0033,2026-09-02,165,9570,19,825
RR-0033-2026-09-03,RR-0033,2026-09-03,216,10584,24,432
RR-0034-2026-08-05,RR-0034,2026-08-05,186,5952,25,1302
RR-0034-2026-08-06,RR-0034,2026-08-06,180,4860,20,540
RR-0034-2026-08-07,RR-0034,2026-08-07,47,2773,4,141
RR-0034-2026-08-08,RR-0034,2026-08-08,51,1581,5,153
RR-0034-2026-08-09,RR-0034,2026-08-09,182,10920,2,910
RR-0034-2026-08-10,RR-0034,2026-08-10,110,6820,4,660
RR-0034-2026-08-11,RR-0034,2026-08-11,134,7236,16,1072
RR-0034-2026-08-12,RR-0034,2026-08-12,101,3131,10,909
RR-0034-2026-08-13,RR-0034,2026-08-13,220,11220,10,2200
RR-0034-2026-08-14,RR-0034,2026-08-14,234,12168,32,468
RR-0034-2026-08-15,RR-0034,2026-08-15,75,4500,0,375
RR-0034-2026-08-16,RR-0034,2026-08-16,218,14170,21,1526
RR-0034-2026-08-17,RR-0034,2026-08-17,196,13328,11,1176
RR-0034-2026-08-18,RR-0034,2026-08-18,65,4160,2,585
RR-0034-2026-08-19,RR-0034,2026-08-19,257,17219,32,771
RR-0034-2026-08-20,RR-0034,2026-08-20,180,9360,4,1080
RR-0034-2026-08-21,RR-0034,2026-08-21,222,13986,23,1332
RR-0034-2026-08-22,RR-0034,2026-08-22,68,4352,9,544
RR-0034-2026-08-23,RR-0034,2026-08-23,222,15096,7,444
RR-0034-2026-08-24,RR-0034,2026-08-24,63,3717,9,315
RR-0034-2026-08-25,RR-0034,2026-08-25,167,12358,14,1169
RR-0034-2026-08-26,RR-0034,2026-08-26,88,5632,4,880
RR-0034-2026-08-27,RR-0034,2026-08-27,47,2491,0,188
RR-0034-2026-08-28,RR-0034,2026-08-28,166,10790,17,332
RR-0034-2026-08-29,RR-0034,2026-08-29,178,9968,25,890
RR-0034-2026-08-30,RR-0034,2026-08-30,94,2726,1,940
RR-0034-2026-08-31,RR-0034,2026-08-31,198,8316,0,1782
RR-0034-2026-09-01,RR-0034,2026-09-01,108,3348,15,1080
RR-0034-2026-09-02,RR-0034,2026-09-02,97,6693,12,679
RR-0034-2026-09-03,RR-0034,2026-09-03,156,11076,6,1404
RR-0035-2026-08-05,RR-0035,2026-08-05,105,6195,13,420
RR-0035-2026-08-06,RR-0035,2026-08-06,156,9360,7,468
RR-0035-2026-08-07,RR-0035,2026-08-07,243,16038,11,2430
RR-0035-2026-08-08,RR-0035,2026-08-08,71,5254,4,639
RR-0035-2026-08-09,RR-0035,2026-08-09,198,14256,27,1584
RR-0035-2026-08-10,RR-0035,2026-08-10,99,5445,4,990
RR-0035-2026-08-11,RR-0035,2026-08-11,96,2784,9,384
RR-0035-2026-08-12,RR-0035,2026-08-12,64,3776,6,512
RR-0035-2026-08-13,RR-0035,2026-08-13,84,2436,7,336
RR-0035-2026-08-14,RR-0035,2026-08-14,254,11938,5,508
RR-0035-2026-08-15,RR-0035,2026-08-15,94,4230,12,940
RR-0035-2026-08-16,RR-0035,2026-08-16,49,2940,3,245
RR-0035-2026-08-17,RR-0035,2026-08-17,145,7685,16,1305
RR-0035-2026-08-18,RR-0035,2026-08-18,134,9246,9,536
RR-0035-2026-08-19,RR-0035,2026-08-19,79,4108,3,395
RR-0035-2026-08-20,RR-0035,2026-08-20,170,5440,10,340
RR-0035-2026-08-21,RR-0035,2026-08-21,100,3500,9,300
RR-0035-2026-08-22,RR-0035,2026-08-22,61,4880,7,244
RR-0035-2026-08-23,RR-0035,2026-08-23,60,2220,8,480
RR-0035-2026-08-24,RR-0035,2026-08-24,117,3627,8,702
RR-0035-2026-08-25,RR-0035,2026-08-25,57,2337,3,570
RR-0035-2026-08-26,RR-0035,2026-08-26,250,12500,23,1750
RR-0035-2026-08-27,RR-0035,2026-08-27,248,17112,4,2232
RR-0035-2026-08-28,RR-0035,2026-08-28,128,8448,1,768
RR-0035-2026-08-29,RR-0035,2026-08-29,53,2809,2,265
RR-0035-2026-08-30,RR-0035,2026-08-30,226,18080,17,1808
RR-0035-2026-08-31,RR-0035,2026-08-31,176,9856,15,1408
RR-0035-2026-09-01,RR-0035,2026-09-01,257,7710,36,2313
RR-0035-2026-09-02,RR-0035,2026-09-02,66,3036,7,594
RR-0035-2026-09-03,RR-0035,2026-09-03,246,15744,35,492
RR-0036-2026-08-05,RR-0036,2026-08-05,238,14756,4,1666
RR-0036-2026-08-06,RR-0036,2026-08-06,185,14430,23,740
RR-0036-2026-08-07,RR-0036,2026-08-07,146,10512,8,584
RR-0036-2026-08-08,RR-0036,2026-08-08,121,3267,0,242
RR-0036-2026-08-09,RR-0036,2026-08-09,207,5796,7,1242
RR-0036-2026-08-10,RR-0036,2026-08-10,128,3968,14,384
RR-0036-2026-08-11,RR-0036,2026-08-11,77,2156,10,616
RR-0036-2026-08-12,RR-0036,2026-08-12,247,19019,0,988
RR-0036-2026-08-13,RR-0036,2026-08-13,255,9690,14,1020
RR-0036-2026-08-14,RR-0036,2026-08-14,248,11160,31,992
RR-0036-2026-08-15,RR-0036,2026-08-15,88,2728,3,264
RR-0036-2026-08-16,RR-0036,2026-08-16,149,4321,17,447
RR-0036-2026-08-17,RR-0036,2026-08-17,232,15312,23,928
RR-0036-2026-08-18,RR-0036,2026-08-18,128,5760,18,1152
RR-0036-2026-08-19,RR-0036,2026-08-19,255,11220,30,1020
RR-0036-2026-08-20,RR-0036,2026-08-20,186,11532,18,930
RR-0036-2026-08-21,RR-0036,2026-08-21,131,5502,4,1179
RR-0036-2026-08-22,RR-0036,2026-08-22,191,14516,26,382
RR-0036-2026-08-23,RR-0036,2026-08-23,155,12400,11,1550
RR-0036-2026-08-24,RR-0036,2026-08-24,218,10028,26,1744
RR-0036-2026-08-25,RR-0036,2026-08-25,143,3861,4,1001
RR-0036-2026-08-26,RR-0036,2026-08-26,53,2226,5,318
RR-0036-2026-08-27,RR-0036,2026-08-27,234,17784,30,468
RR-0036-2026-08-28,RR-0036,2026-08-28,53,1590,1,318
RR-0036-2026-08-29,RR-0036,2026-08-29,179,13246,21,1253
RR-0036-2026-08-30,RR-0036,2026-08-30,90,4860,12,720
RR-0036-2026-08-31,RR-0036,2026-08-31,233,18407,7,2330
RR-0036-2026-09-01,RR-0036,2026-09-01,163,12551,6,1467
RR-0036-2026-09-02,RR-0036,2026-09-02,216,5616,30,864
RR-0036-2026-09-03,RR-0036,2026-09-03,220,13640,17,440
RR-0037-2026-08-05,RR-0037,2026-08-05,183,13176,11,1464
RR-0037-2026-08-06,RR-0037,2026-08-06,97,4850,13,194
RR-0037-2026-08-07,RR-0037,2026-08-07,239,10516,17,1673
RR-0037-2026-08-08,RR-0037,2026-08-08,150,4800,16,1500
RR-0037-2026-08-09,RR-0037,2026-08-09,133,9842,11,1064
RR-0037-2026-08-10,RR-0037,2026-08-10,76,4180,7,380
RR-0037-2026-08-11,RR-0037,2026-08-11,77,2849,0,308
RR-0037-2026-08-12,RR-0037,2026-08-12,169,9971,16,507
RR-0037-2026-08-13,RR-0037,2026-08-13,114,8778,9,228
RR-0037-2026-08-14,RR-0037,2026-08-14,19,551,1,95
RR-0037-2026-08-15,RR-0037,2026-08-15,219,14673,5,1971
RR-0037-2026-08-16,RR-0037,2026-08-16,79,1975,6,395
RR-0037-2026-08-17,RR-0037,2026-08-17,196,5684,26,980
RR-0037-2026-08-18,RR-0037,2026-08-18,124,3844,12,372
RR-0037-2026-08-19,RR-0037,2026-08-19,216,15768,11,1080
RR-0037-2026-08-20,RR-0037,2026-08-20,5,310,3,35
RR-0037-2026-08-21,RR-0037,2026-08-21,220,12540,1,1320
RR-0037-2026-08-22,RR-0037,2026-08-22,16,1152,3,48
RR-0037-2026-08-23,RR-0037,2026-08-23,17,1173,2,51
RR-0037-2026-08-24,RR-0037,2026-08-24,128,9984,4,384
RR-0037-2026-08-25,RR-0037,2026-08-25,157,8164,12,1413
RR-0037-2026-08-26,RR-0037,2026-08-26,207,7038,22,1035
RR-0037-2026-08-27,RR-0037,2026-08-27,188,9588,11,940
RR-0037-2026-08-28,RR-0037,2026-08-28,133,8911,14,399
RR-0037-2026-08-29,RR-0037,2026-08-29,5,130,2,15
RR-0037-2026-08-30,RR-0037,2026-08-30,54,4158,1,378
RR-0037-2026-08-31,RR-0037,2026-08-31,26,1716,0,130
RR-0037-2026-09-01,RR-0037,2026-09-01,144,9648,3,864
RR-0037-2026-09-02,RR-0037,2026-09-02,23,1012,0,138
RR-0037-2026-09-03,RR-0037,2026-09-03,84,6132,7,504
RR-0038-2026-08-05,RR-0038,2026-08-05,76,4864,9,304
RR-0038-2026-08-06,RR-0038,2026-08-06,181,9955,20,905
RR-0038-2026-08-07,RR-0038,2026-08-07,214,9416,7,2140
RR-0038-2026-08-08,RR-0038,2026-08-08,170,11730,1,510
RR-0038-2026-08-09,RR-0038,2026-08-09,46,2622,4,368
RR-0038-2026-08-10,RR-0038,2026-08-10,161,6923,12,483
RR-0038-2026-08-11,RR-0038,2026-08-11,141,11139,19,846
RR-0038-2026-08-12,RR-0038,2026-08-12,230,12650,26,1840
RR-0038-2026-08-13,RR-0038,2026-08-13,52,3432,6,468
RR-0038-2026-08-14,RR-0038,2026-08-14,193,11966,20,386
RR-0038-2026-08-15,RR-0038,2026-08-15,200,9000,18,1600
RR-0038-2026-08-16,RR-0038,2026-08-16,122,4392,12,1220
RR-0038-2026-08-17,RR-0038,2026-08-17,209,8987,27,1045
RR-0038-2026-08-18,RR-0038,2026-08-18,251,11295,10,1506
RR-0038-2026-08-19,RR-0038,2026-08-19,208,7696,29,416
RR-0038-2026-08-20,RR-0038,2026-08-20,45,2160,3,180
RR-0038-2026-08-21,RR-0038,2026-08-21,219,10950,29,1314
RR-0038-2026-08-22,RR-0038,2026-08-22,215,9460,29,1290
RR-0038-2026-08-23,RR-0038,2026-08-23,138,5796,13,966
RR-0038-2026-08-24,RR-0038,2026-08-24,204,5304,24,408
RR-0038-2026-08-25,RR-0038,2026-08-25,256,10240,4,2560
RR-0038-2026-08-26,RR-0038,2026-08-26,226,11300,23,904
RR-0038-2026-08-27,RR-0038,2026-08-27,192,5952,8,1920
RR-0038-2026-08-28,RR-0038,2026-08-28,163,12714,6,326
RR-0038-2026-08-29,RR-0038,2026-08-29,131,6943,13,524
RR-0038-2026-08-30,RR-0038,2026-08-30,53,3975,7,212
RR-0038-2026-08-31,RR-0038,2026-08-31,75,1875,4,750
RR-0038-2026-09-01,RR-0038,2026-09-01,222,17316,18,1554
RR-0038-2026-09-02,RR-0038,2026-09-02,145,8555,11,1450
RR-0038-2026-09-03,RR-0038,2026-09-03,197,8668,19,985
RR-0039-2026-08-05,RR-0039,2026-08-05,131,7598,3,786
RR-0039-2026-08-06,RR-0039,2026-08-06,208,9568,1,416
RR-0039-2026-08-07,RR-0039,2026-08-07,192,15168,7,1344
RR-0039-2026-08-08,RR-0039,2026-08-08,61,2013,6,488
RR-0039-2026-08-09,RR-0039,2026-08-09,142,6958,20,1278
RR-0039-2026-08-10,RR-0039,2026-08-10,201,13065,26,1809
RR-0039-2026-08-11,RR-0039,2026-08-11,35,2170,0,175
RR-0039-2026-08-12,RR-0039,2026-08-12,23,1288,1,138
RR-0039-2026-08-13,RR-0039,2026-08-13,149,8046,8,596
RR-0039-2026-08-14,RR-0039,2026-08-14,99,7227,11,198
RR-0039-2026-08-15,RR-0039,2026-08-15,200,15600,10,1000
RR-0039-2026-08-16,RR-0039,2026-08-16,160,9760,0,800
RR-0039-2026-08-17,RR-0039,2026-08-17,163,9780,0,815
RR-0039-2026-08-18,RR-0039,2026-08-18,190,5510,5,1140
RR-0039-2026-08-19,RR-0039,2026-08-19,47,2397,2,282
RR-0039-2026-08-20,RR-0039,2026-08-20,14,882,3,42
RR-0039-2026-08-21,RR-0039,2026-08-21,85,2550,3,595
RR-0039-2026-08-22,RR-0039,2026-08-22,210,9450,6,1470
RR-0039-2026-08-23,RR-0039,2026-08-23,102,4896,13,204
RR-0039-2026-08-24,RR-0039,2026-08-24,233,12116,6,1398
RR-0039-2026-08-25,RR-0039,2026-08-25,195,13455,27,1365
RR-0039-2026-08-26,RR-0039,2026-08-26,102,5712,10,918
RR-0039-2026-08-27,RR-0039,2026-08-27,126,6678,15,756
RR-0039-2026-08-28,RR-0039,2026-08-28,63,5040,2,126
RR-0039-2026-08-29,RR-0039,2026-08-29,136,6800,18,1088
RR-0039-2026-08-30,RR-0039,2026-08-30,167,9185,19,668
RR-0039-2026-08-31,RR-0039,2026-08-31,50,1400,6,450
RR-0039-2026-09-01,RR-0039,2026-09-01,26,1274,2,104
RR-0039-2026-09-02,RR-0039,2026-09-02,18,738,3,126
RR-0039-2026-09-03,RR-0039,2026-09-03,120,9360,11,360
RR-0040-2026-08-05,RR-0040,2026-08-05,49,3724,5,294
RR-0040-2026-08-06,RR-0040,2026-08-06,110,5830,8,770
RR-0040-2026-08-07,RR-0040,2026-08-07,233,15611,18,932
RR-0040-2026-08-08,RR-0040,2026-08-08,224,14336,27,1792
RR-0040-2026-08-09,RR-0040,2026-08-09,87,5481,2,870
RR-0040-2026-08-10,RR-0040,2026-08-10,144,11232,1,1440
RR-0040-2026-08-11,RR-0040,2026-08-11,170,6120,10,680
RR-0040-2026-08-12,RR-0040,2026-08-12,241,11568,26,1687
RR-0040-2026-08-13,RR-0040,2026-08-13,98,5488,10,392
RR-0040-2026-08-14,RR-0040,2026-08-14,255,12750,29,765
RR-0040-2026-08-15,RR-0040,2026-08-15,117,8190,16,234
RR-0040-2026-08-16,RR-0040,2026-08-16,252,15372,17,2520
